t,err,px,py,pz,qw,qx,qy,qz,u1,u2,u3,u4,u5,u6
28.300000000,0.000085524,-1.593942278,-0.354554743,-0.159230562,-0.296563093,-0.368028106,0.607974196,0.637944372,0.000000000,0.271816106,0.000000000,0.069044573,0.062931096,0.062931096
28.400000000,0.000085784,-1.591351620,-0.352234643,-0.189906455,-0.289753064,-0.374526712,0.606005387,0.639163809,0.000000000,0.273551995,0.000000000,0.069980462,0.059145943,0.059145943
28.500000000,0.000085978,-1.588302062,-0.349508276,-0.220363301,-0.282831925,-0.381070888,0.603957395,0.640333152,0.000000000,0.275570870,0.000000000,0.071115765,0.055572517,0.055572517
28.600000000,0.000086107,-1.584794485,-0.346378788,-0.250565972,-0.275783858,-0.387673275,0.601826625,0.641449459,0.000000000,0.277874568,0.000000000,0.072451746,0.052227173,0.052227173
28.700000000,0.000086168,-1.580829900,-0.342849789,-0.280479634,-0.268592504,-0.394346342,0.599609033,0.642509173,0.000000000,0.280465030,0.000000000,0.073989951,0.049126650,0.049126650
28.800000000,0.000086163,-1.576409453,-0.338925349,-0.310069784,-0.261240900,-0.401102408,0.597300101,0.643508073,0.000000000,0.283344205,0.000000000,0.075732190,0.046288102,0.046288102
28.900000000,0.000086091,-1.571534419,-0.334609996,-0.339302294,-0.253711413,-0.407953662,0.594894807,0.644441229,0.000000000,0.286513930,0.000000000,0.077680516,0.043729115,0.043729115
29.000000000,0.000085951,-1.566206205,-0.329908709,-0.368143447,-0.245985681,-0.414912166,0.592387592,0.645302937,0.000000000,0.289975800,0.000000000,0.079837197,0.041467728,0.041467728
29.100000000,0.000085744,-1.560426348,-0.324826910,-0.396559978,-0.238044556,-0.421989848,0.589772324,0.646086653,0.000000000,0.293731005,0.000000000,0.082204676,0.039522433,0.039522433
29.200000000,0.000085471,-1.554196516,-0.319370461,-0.424519111,-0.229868061,-0.429198474,0.587042261,0.646784916,0.000000000,0.297780147,0.000000000,0.084785524,0.037912173,0.037912173
29.300000000,0.000085132,-1.547518508,-0.313545657,-0.451988601,-0.221435353,-0.436549606,0.584190010,0.647389263,0.000000000,0.302123021,0.000000000,0.087582378,0.036656319,0.036656319
29.400000000,0.000084729,-1.540394249,-0.307359217,-0.478936763,-0.212724699,-0.444054537,0.581207487,0.647890135,0.000000000,0.306758365,0.000000000,0.090597858,0.035774634,0.035774634
29.500000000,0.000084261,-1.532825795,-0.300818277,-0.505332515,-0.203713472,-0.451724205,0.578085879,0.648276777,0.000000000,0.311683558,0.000000000,0.093834471,0.035287207,0.035287207
29.600000000,0.000083731,-1.524815330,-0.293930383,-0.531145414,-0.194378174,-0.459569072,0.574815604,0.648537134,0.000000000,0.316894281,0.000000000,0.097294487,0.035214363,0.035214363
29.700000000,0.000083139,-1.516365165,-0.286703478,-0.556345688,-0.184694482,-0.467598980,0.571386283,0.648657735,0.000000000,0.322384121,0.000000000,0.100979790,0.035576528,0.035576528
29.800000000,0.000082489,-1.507477738,-0.279145900,-0.580904270,-0.174637336,-0.475822962,0.567786716,0.648623585,0.000000000,0.328144111,0.000000000,0.104891698,0.036394063,0.036394063
29.900000000,0.000081781,-1.498155612,-0.271266366,-0.604792835,-0.164181070,-0.484249021,0.564004867,0.648418053,0.000000000,0.334162222,0.000000000,0.109030746,0.037687028,0.037687028
30.000000000,0.000081018,-1.488401478,-0.263073965,-0.627983831,-0.153299603,-0.492883859,0.560027877,0.648022770,0.000000000,0.340422785,0.000000000,0.113396431,0.039474890,0.039474890
30.100000000,0.000080203,-1.478218149,-0.254578148,-0.650450509,-0.141966693,-0.501732558,0.555842089,0.647417540,0.000000000,0.346905853,0.000000000,0.117986912,0.041776160,0.041776160
30.200000000,0.000079338,-1.467608563,-0.245788713,-0.672166957,-0.130156273,-0.510798214,0.551433107,0.646580279,0.000000000,0.353586509,0.000000000,0.122798673,0.044607927,0.044607927
30.300000000,0.000078426,-1.456575780,-0.236715799,-0.693108128,-0.117842878,-0.520081517,0.546785901,0.645486987,0.000000000,0.360434144,0.000000000,0.127826132,0.047985316,0.047985316
30.400000000,0.000077471,-1.445122984,-0.227369871,-0.713249867,-0.105002176,-0.529580282,0.541884951,0.644111767,0.000000000,0.367411698,0.000000000,0.133061212,0.051920819,0.051920819
30.500000000,0.000076476,-1.433253477,-0.217761710,-0.732568946,-0.091611610,-0.539288941,0.536714457,0.642426916,0.000000000,0.374474931,0.000000000,0.138492885,0.056423533,0.056423533
30.600000000,0.000075445,-1.420970683,-0.207902398,-0.751043080,-0.077651166,-0.549198000,0.531258620,0.640403101,0.000000000,0.381571736,0.000000000,0.144106683,0.061498275,0.061498275
30.700000000,0.000074381,-1.408278145,-0.197803307,-0.768650964,-0.063104259,-0.559293485,0.525502003,0.638009635,0.000000000,0.388641580,0.000000000,0.149884216,0.067144599,0.067144599
30.800000000,0.000073289,-1.395179524,-0.187476086,-0.785372288,-0.047958733,-0.569556405,0.519429980,0.635214890,0.000000000,0.395615122,0.000000000,0.155802713,0.073355738,0.073355738
30.900000000,0.000072173,-1.381678597,-0.176932646,-0.801187768,-0.032207966,-0.579962254,0.513029289,0.631986851,0.000000000,0.402414113,0.000000000,0.161834623,0.080117492,0.080117492
31.000000000,0.000071038,-1.367779258,-0.166185147,-0.816079162,-0.015852029,-0.590480608,0.506288673,0.628293837,0.000000000,0.408951662,0.000000000,0.167947326,0.087407131,0.087407131
31.100000000,0.000069889,-1.353485514,-0.155245987,-0.830029296,0.001101124,-0.601074867,0.499199612,0.624105392,0.000000000,0.415132979,0.000000000,0.174103011,0.095192371,0.095192371
31.200000000,0.000068729,-1.338801487,-0.144127781,-0.843022080,0.018634520,-0.611702186,0.491757131,0.619393344,0.000000000,0.420856674,0.000000000,0.180258753,0.103430525,0.103430525
31.300000000,0.000067565,-1.323731409,-0.132843352,-0.855042531,0.036721163,-0.622313665,0.483960641,0.614133012,0.000000000,0.426016699,0.000000000,0.186366882,0.112067923,0.112067923
31.400000000,0.000066400,-1.308279627,-0.121405715,-0.866076785,0.055323246,-0.632854835,0.475814777,0.608304524,0.000000000,0.430504946,0.000000000,0.192375656,0.121039724,0.121039724
31.500000000,0.000065239,-1.292450592,-0.109828060,-0.876112117,0.074391696,-0.643266486,0.467330185,0.601894178,0.000000000,0.434214490,0.000000000,0.198230286,0.130270210,0.130270210
31.600000000,0.000064087,-1.276248867,-0.098123740,-0.885136954,0.093866136,-0.653485846,0.458524164,0.594895780,0.000000000,0.437043366,0.000000000,0.203874304,0.139673674,0.139673674
31.700000000,0.000062948,-1.259679122,-0.086306251,-0.893140887,0.113675352,-0.663448088,0.449421131,0.587311839,0.000000000,0.438898707,0.000000000,0.209251241,0.149155926,0.149155926
31.800000000,0.000061826,-1.242746129,-0.074389223,-0.900114687,0.133738315,-0.673088126,0.440052794,0.579154535,0.000000000,0.439700976,0.000000000,0.214306540,0.158616427,0.158616427
31.900000000,0.000060724,-1.225454769,-0.062386397,-0.906050313,0.153965759,-0.682342594,0.430458021,0.570446335,0.000000000,0.439387976,0.000000000,0.218989590,0.167950981,0.167950981
32.000000000,0.000059646,-1.207810022,-0.050311614,-0.910940919,0.174262269,-0.691151897,0.420682331,0.561220183,0.000000000,0.437918292,0.000000000,0.223255727,0.177054841,0.177054841
32.100000000,0.000058594,-1.189816972,-0.038178799,-0.914780867,0.194528793,-0.699462195,0.410777023,0.551519197,0.000000000,0.435273827,0.000000000,0.227068054,0.185826032,0.185826032
32.200000000,0.000057573,-1.171480801,-0.026001942,-0.917565729,0.214665414,-0.707227171,0.400797972,0.541395857,0.000000000,0.431461163,0.000000000,0.230398913,0.194168658,0.194168658
32.300000000,0.000056585,-1.152806793,-0.013795085,-0.919292293,0.234574215,-0.714409459,0.390804136,0.530910717,0.000000000,0.426511584,0.000000000,0.233230887,0.201995936,0.201995936
32.400000000,0.000055632,-1.133800327,-0.001572304,-0.919958571,0.254162052,-0.720981619,0.380855883,0.520130708,0.000000000,0.420479730,0.000000000,0.235557248,0.209232734,0.209232734
32.500000000,0.000054717,-1.114466877,0.010652307,-0.919563793,0.273343043,-0.726926615,0.371013240,0.509127148,0.000000000,0.413440988,0.000000000,0.237381815,0.215817430,0.215817430
32.600000000,0.000053845,-1.094812016,0.022864648,-0.918108416,0.292040630,-0.732237786,0.361334181,0.497973599,0.000000000,0.405487863,0.000000000,0.238718276,0.221702994,0.221702994
32.700000000,0.000053018,-1.074841405,0.035050638,-0.915594119,0.310189120,-0.736918331,0.351873058,0.486743705,0.000000000,0.396725643,0.000000000,0.239589030,0.226857258,0.226857258
32.800000000,0.000052241,-1.054560802,0.047196223,-0.912023801,0.327734640,-0.740980411,0.342679267,0.475509155,0.000000000,0.387267729,0.000000000,0.240023699,0.231262446,0.231262446
32.900000000,0.000051520,-1.033976051,0.059287394,-0.907401579,0.344635517,-0.744443937,0.333796220,0.464337882,0.000000000,0.377230998,0.000000000,0.240057431,0.234914067,0.234914067
33.000000000,0.000050859,-1.013093086,0.071310208,-0.901732785,0.360862129,-0.747335184,0.325260639,0.453292581,0.000000000,0.366731503,0.000000000,0.239729145,0.237819338,0.237819338
33.100000000,0.000050266,-0.991917928,0.083250796,-0.895023955,0.376396313,-0.749685322,0.317102194,0.442429580,0.000000000,0.355880754,0.000000000,0.239079842,0.239995306,0.239995306
33.200000000,0.000049748,-0.970456684,0.095095387,-0.887282826,0.391230418,-0.751528969,0.309343442,0.431798105,0.000000000,0.344782740,0.000000000,0.238151072,0.241466847,0.241466847
33.300000000,0.000049311,-0.948715543,0.106830318,-0.878518326,0.405366126,-0.752902842,0.302000053,0.421439892,0.000000000,0.333531738,0.000000000,0.236983632,0.242264676,0.242264676
33.400000000,0.000048963,-0.926700775,0.118442052,-0.868740560,0.418813130,-0.753844550,0.295081246,0.411389129,0.000000000,0.322210923,0.000000000,0.235616527,0.242423496,0.242423496
33.500000000,0.000048712,-0.904418733,0.129917196,-0.857960806,0.431587760,-0.754391584,0.288590392,0.401672664,0.000000000,0.310891682,0.000000000,0.234086195,0.241980354,0.241980354
33.600000000,0.000048565,-0.881875844,0.141242511,-0.846191494,0.443711647,-0.754580487,0.282525724,0.392310437,0.000000000,0.299633547,0.000000000,0.232425992,0.240973260,0.240973260
33.700000000,0.000048527,-0.859078612,0.152404934,-0.833446198,0.455210454,-0.754446226,0.276881098,0.383316047,0.000000000,0.288484618,0.000000000,0.230665901,0.239440068,0.239440068
33.800000000,0.000048602,-0.836033614,0.163391587,-0.819739616,0.466112733,-0.754021738,0.271646774,0.374697437,0.000000000,0.277482334,0.000000000,0.228832430,0.237417633,0.237417633
33.900000000,0.000048794,-0.812747502,0.174189796,-0.805087556,0.476448915,-0.753337630,0.266810161,0.366457616,0.000000000,0.266654492,0.000000000,0.226948659,0.234941200,0.234941200
34.000000000,0.000049105,-0.789226994,0.184787104,-0.789506916,0.486250456,-0.752422014,0.262356526,0.358595399,0.000000000,0.256020394,0.000000000,0.225034399,0.232044008,0.232044008
34.100000000,0.000049533,-0.765478876,0.195171285,-0.773015665,0.495549120,-0.751300447,0.258269627,0.351106120,0.000000000,0.245592047,0.000000000,0.223106424,0.228757070,0.228757070
34.200000000,0.000050078,-0.741510002,0.205330361,-0.755632823,0.504376405,-0.749995956,0.254532271,0.343982312,0.000000000,0.235375342,0.000000000,0.221178755,0.225109083,0.225109083
34.300000000,0.000050733,-0.717327287,0.215252613,-0.737378437,0.512763098,-0.748529116,0.251126794,0.337214325,0.000000000,0.225371171,0.000000000,0.219262955,0.221126447,0.221126447
34.400000000,0.000051495,-0.692937709,0.224926593,-0.718273562,0.520738937,-0.746918180,0.248035464,0.330790871,0.000000000,0.215576444,0.000000000,0.217368445,0.216833359,0.216833359
34.500000000,0.000052356,-0.668348305,0.234341142,-0.698340232,0.528332368,-0.745179229,0.245240798,0.324699518,0.000000000,0.205984999,0.000000000,0.215502793,0.212251957,0.212251957
34.600000000,0.000053308,-0.643566169,0.243485400,-0.677601437,0.535570384,-0.743326339,0.242725823,0.318927096,0.000000000,0.196588392,0.000000000,0.213671998,0.207402490,0.207402490
34.700000000,0.000054342,-0.618598451,0.252348819,-0.656081097,0.542478429,-0.741371756,0.240474265,0.313460047,0.000000000,0.187376556,0.000000000,0.211880739,0.202303506,0.202303506
34.800000000,0.000055449,-0.593452354,0.260921174,-0.633804032,0.549080354,-0.739326065,0.238470689,0.308284715,0.000000000,0.178338362,0.000000000,0.210132610,0.196972044,0.196972044
34.900000000,0.000056619,-0.568135131,0.269192577,-0.610795938,0.555398412,-0.737198354,0.236700596,0.303387572,0.000000000,0.169462066,0.000000000,0.208430315,0.191423819,0.191423819
35.000000000,0.000057842,-0.542654085,0.277153487,-0.587083350,0.561453285,-0.734996374,0.235150473,0.298755407,0.000000000,0.160735664,0.000000000,0.206775847,0.185673394,0.185673394
35.100000000,0.000059109,-0.517016566,0.284794722,-0.562693619,0.567264139,-0.732726679,0.233807826,0.294375460,0.000000000,0.152147169,0.000000000,0.205170632,0.179734348,0.179734348
35.200000000,0.000060410,-0.491229970,0.292107468,-0.537654876,0.572848682,-0.730394756,0.232661177,0.290235532,0.000000000,0.143684815,0.000000000,0.203615656,0.173619417,0.173619417
35.300000000,0.000061735,-0.465301732,0.299083289,-0.511995999,0.578223249,-0.728005151,0.231700048,0.286324052,0.000000000,0.135337209,0.000000000,0.202111572,0.167340627,0.167340627
35.400000000,0.000063077,-0.439239331,0.305714141,-0.485746586,0.583402876,-0.725561567,0.230914933,0.282630129,0.000000000,0.127093425,0.000000000,0.200658786,0.160909409,0.160909409
35.500000000,0.000064426,-0.413050284,0.311992374,-0.458936910,0.588401394,-0.723066964,0.230297255,0.279143581,0.000000000,0.118943072,0.000000000,0.199257523,0.154336697,0.154336697
35.600000000,0.000065774,-0.386742142,0.317910748,-0.431597894,0.593231507,-0.720523640,0.229839323,0.275854943,0.000000000,0.110876323,0.000000000,0.197907894,0.147633018,0.147633018
35.700000000,0.000067116,-0.360322494,0.323462437,-0.403761072,0.597904882,-0.717933300,0.229534277,0.272755468,0.000000000,0.102883922,0.000000000,0.196609932,0.140808563,0.140808563
35.800000000,0.000068443,-0.333798957,0.328641037,-0.375458550,0.602432225,-0.715297124,0.229376044,0.269837117,0.000000000,0.094957179,0.000000000,0.195363636,0.133873251,0.133873251
35.900000000,0.000069749,-0.307179180,0.333440577,-0.346722973,0.606823361,-0.712615819,0.229359277,0.267092540,0.000000000,0.087087943,0.000000000,0.194168995,0.126836785,0.126836785
36.000000000,0.000071029,-0.280470839,0.337855520,-0.317587483,0.611087307,-0.709889662,0.229479315,0.264515055,0.000000000,0.079268573,0.000000000,0.193026013,0.119708690,0.119708690
36.100000000,0.000072277,-0.253681637,0.341880775,-0.288085686,0.615232336,-0.707118544,0.229732129,0.262098621,0.000000000,0.071491897,0.000000000,0.191934724,0.112498357,0.112498357
36.200000000,0.000073488,-0.226819298,0.345511699,-0.258251610,0.619266042,-0.704301996,0.230114276,0.259837811,0.000000000,0.063751178,0.000000000,0.190895206,0.105215071,0.105215071
36.300000000,0.000074657,-0.199891568,0.348744106,-0.228119664,0.623195397,-0.701439222,0.230622862,0.257727784,0.000000000,0.056040064,0.000000000,0.189907591,0.097868037,0.097868037
36.400000000,0.000075781,-0.172906211,0.351574267,-0.197724604,0.627026803,-0.698529116,0.231255503,0.255764257,0.000000000,0.048352546,0.000000000,0.188972070,0.090466402,0.090466402
36.500000000,0.000076855,-0.145871010,0.353998919,-0.167101486,0.630766140,-0.695570281,0.232010286,0.253943476,0.000000000,0.040682920,0.000000000,0.188088900,0.083019273,0.083019273
36.600000000,0.000077877,-0.118793759,0.356015266,-0.136285631,0.634418805,-0.692561041,0.232885744,0.252262194,0.000000000,0.033025742,0.000000000,0.187258404,0.075535731,0.075535731
36.700000000,0.000078842,-0.091682266,0.357620982,-0.105312582,0.637989757,-0.689499451,0.233880823,0.250717645,0.000000000,0.025375790,0.000000000,0.186480977,0.068024841,0.068024841
36.800000000,0.000079748,-0.064544350,0.358814215,-0.074218064,0.641483547,-0.686383299,0.234994864,0.249307520,0.000000000,0.017728025,0.000000000,0.185757085,0.060495668,0.060495668
36.900000000,0.000080592,-0.037387835,0.359593591,-0.043037940,0.644904347,-0.683210113,0.236227577,0.248029952,0.000000000,0.010077563,0.000000000,0.185087266,0.052957279,0.052957279
37.000000000,0.000081372,-0.010220552,0.359958211,-0.011808173,0.648255980,-0.679977156,0.237579026,0.246883492,0.000000000,0.002419635,0.000000000,0.184472130,0.045418755,0.045418755
37.100000000,0.000082086,0.016949665,0.359907655,0.019435215,0.651542013,-0.676681486,0.239049430,0.245866918,0.005250429,0.000000000,0.000000000,0.183912359,0.040514414,0.040514414
37.200000000,0.000082732,0.044114982,0.359441981,0.050656190,0.654766372,-0.673320457,0.240637637,0.244977729,0.012937062,0.000000000,0.000000000,0.183408710,0.036846290,0.036846290
37.300000000,0.000083308,0.071267565,0.358561727,0.081818741,0.657932795,-0.669891246,0.242342562,0.244213509,0.020644337,0.000000000,0.000000000,0.182962020,0.033215783,0.033215783
37.400000000,0.000083812,0.098399585,0.357267909,0.112886926,0.661044418,-0.666390483,0.244164283,0.243572998,0.028376113,0.000000000,0.000000000,0.182573203,0.029634032,0.029634032
37.500000000,0.000084244,0.125503218,0.355562019,0.143824911,0.664103873,-0.662814306,0.246103806,0.243055874,0.036136181,0.000000000,0.000000000,0.182243244,0.026112173,0.026112173
37.600000000,0.000084603,0.152570649,0.353446026,0.174597012,0.667113370,-0.659158406,0.248162881,0.242662588,0.043928362,0.000000000,0.000000000,0.181973196,0.022661393,0.022661393
37.700000000,0.000084886,0.179594072,0.350922370,0.205167738,0.670074757,-0.655418041,0.250343859,0.242394231,0.051756564,0.000000000,0.000000000,0.181764173,0.019292975,0.019292975
37.800000000,0.000085095,0.206565696,0.347993964,0.235501827,0.672989556,-0.651588053,0.252649593,0.242252451,0.059624829,0.000000000,0.000000000,0.181617349,0.016018322,0.016018322
37.900000000,0.000085228,0.233477742,0.344664184,0.265564293,0.675858993,-0.647662859,0.255083365,0.242239386,0.067537356,0.000000000,0.000000000,0.181533949,0.012848979,0.012848979
38.000000000,0.000085284,0.260322450,0.340936871,0.295320463,0.678684014,-0.643636442,0.257648836,0.242357622,0.075498514,0.000000000,0.000000000,0.181515251,0.009796653,0.009796653
38.100000000,0.000085265,0.287092079,0.336816326,0.324736016,0.681465292,-0.639502336,0.260350008,0.242610163,0.083512843,0.000000000,0.000000000,0.181562576,0.006873225,0.006873225
38.200000000,0.000085169,0.313778911,0.332307301,0.353777025,0.684203228,-0.635253594,0.263191206,0.243000418,0.091585057,0.000000000,0.000000000,0.181677283,0.004090766,0.004090766
38.300000000,0.000084997,0.340375248,0.327414998,0.382409994,0.686897942,-0.630882765,0.266177060,0.243532189,0.099720032,0.000000000,0.000000000,0.181860762,0.001461544,0.001461544
38.400000000,0.000084749,0.366873422,0.322145058,0.410601897,0.689549272,-0.626381849,0.269312492,0.244209669,0.108924745,0.001001959,0.001001959,0.183116386,0.000000000,0.000000000
38.500000000,0.000084426,0.393265792,0.316503562,0.438320220,0.692157100,-0.621742071,0.272602405,0.245037293,0.119485290,0.003287034,0.003287034,0.185726912,0.000000000,0.000000000
38.600000000,0.000084028,0.419544746,0.310497016,0.465532992,0.694721196,-0.616953909,0.276051798,0.246019795,0.129932041,0.005380739,0.005380739,0.188219618,0.000000000,0.000000000
38.700000000,0.000083557,0.445702707,0.304132349,0.492208826,0.697240695,-0.612007318,0.279666212,0.247162429,0.140256892,0.007269902,0.007269902,0.190582993,0.000000000,0.000000000
38.800000000,0.000083013,0.471732132,0.297416901,0.518316956,0.699714118,-0.606891653,0.283451681,0.248470963,0.150451654,0.008941103,0.008941103,0.192805139,0.000000000,0.000000000
38.900000000,0.000082398,0.497625513,0.290358420,0.543827267,0.702139391,-0.601595584,0.287414672,0.249951666,0.160507972,0.010380661,0.010380661,0.194873737,0.000000000,0.000000000
39.000000000,0.000081713,0.523375385,0.282965046,0.568710338,0.704513848,-0.596107005,0.291562044,0.251611308,0.170417240,0.011574628,0.011574628,0.196776013,0.000000000,0.000000000
39.100000000,0.000080959,0.548974321,0.275245308,0.592937468,0.706834207,-0.590412966,0.295901000,0.253457160,0.180170508,0.012508784,0.012508784,0.198498701,0.000000000,0.000000000
39.200000000,0.000080139,0.574414940,0.267208109,0.616480715,0.709096535,-0.584499587,0.300439055,0.255496988,0.189758382,0.013168637,0.013168637,0.200028007,0.000000000,0.000000000
39.300000000,0.000079255,0.599689904,0.258862721,0.639312923,0.711296194,-0.578351994,0.305183997,0.257739060,0.199170913,0.013539430,0.013539430,0.201349569,0.000000000,0.000000000
39.400000000,0.000078308,0.624791926,0.250218769,0.661407760,0.713427777,-0.571954244,0.310143840,0.260192138,0.208397476,0.013606161,0.013606161,0.202448412,0.000000000,0.000000000
39.500000000,0.000077302,0.649713765,0.241286223,0.682739742,0.715485024,-0.565289262,0.315326774,0.262865469,0.217426634,0.013353612,0.013353612,0.203308906,0.000000000,0.000000000
39.600000000,0.000076239,0.674448236,0.232075387,0.703284264,0.717460734,-0.558338786,0.320741106,0.265768768,0.226245989,0.012766388,0.012766388,0.203914726,0.000000000,0.000000000
39.700000000,0.000075123,0.698988204,0.222596885,0.723017631,0.719346656,-0.551083310,0.326395172,0.268912190,0.234842018,0.011828987,0.011828987,0.204248805,0.000000000,0.000000000
39.800000000,0.000073956,0.723326593,0.212861650,0.741917083,0.721133377,-0.543502050,0.332297247,0.272306287,0.243199886,0.010525879,0.010525879,0.204293304,0.000000000,0.000000000
39.900000000,0.000072743,0.747456384,0.202880911,0.759960823,0.722810194,-0.535572922,0.338455422,0.275961948,0.251303256,0.008841625,0.008841625,0.204029584,0.000000000,0.000000000
40.000000000,0.000071488,0.771370619,0.192666180,0.777128040,0.724364977,-0.527272541,0.344877451,0.279890321,0.259134072,0.006761027,0.006761027,0.203438195,0.000000000,0.000000000
40.100000000,0.000070194,0.795062400,0.182229239,0.793398932,0.725784030,-0.518576251,0.351570576,0.284102700,0.266672339,0.004269322,0.004269322,0.202498887,0.000000000,0.000000000
40.200000000,0.000068868,0.818524895,0.171582126,0.808754735,0.727051943,-0.509458191,0.358541304,0.288610389,0.273895889,0.001352424,0.001352424,0.201190646,0.000000000,0.000000000
40.300000000,0.000067513,0.841751338,0.160737123,0.823177738,0.728151492,-0.499891391,0.365795115,0.293424497,0.282782889,0.000000000,0.000000000,0.201494581,0.002002768,0.002002768
40.400000000,0.000066137,0.864735031,0.149706739,0.836651305,0.729064096,-0.489847628,0.373335717,0.298555335,0.293105301,0.000000000,0.000000000,0.203188759,0.005807963,0.005807963
40.500000000,0.000064746,0.887469346,0.138503696,0.849159897,0.729769381,-0.479297858,0.381164952,0.304012326,0.303489820,0.000000000,0.000000000,0.204909055,0.010073036,0.010073036
40.600000000,0.000063346,0.909947725,0.127140917,0.860689087,0.730244551,-0.468212834,0.389282809,0.309804022,0.313910464,0.000000000,0.000000000,0.206641164,0.014805516,0.014805516
40.700000000,0.000061945,0.932163688,0.115631507,0.871225579,0.730464380,-0.456563530,0.397686936,0.315937706,0.324335434,0.000000000,0.000000000,0.208367925,0.020009964,0.020009964
40.800000000,0.000060551,0.954110828,0.103988742,0.880757220,0.730401254,-0.444321670,0.406372116,0.322418928,0.334726404,0.000000000,0.000000000,0.210069109,0.025687253,0.025687253
40.900000000,0.000059174,0.975782815,0.092226051,0.889273017,0.730025296,-0.431460412,0.415329702,0.329250997,0.345037860,0.000000000,0.000000000,0.211721237,0.031833769,0.031833769
41.000000000,0.000057822,0.997173400,0.080357002,0.896763149,0.729304569,-0.417955164,0.424547053,0.336434432,0.355216570,0.000000000,0.000000000,0.213297467,0.038440532,0.038440532
41.100000000,0.000056506,1.018276416,0.068395284,0.903218978,0.728205413,-0.403784556,0.434006965,0.343966369,0.365201222,0.000000000,0.000000000,0.214767576,0.045492271,0.045492271
41.200000000,0.000055237,1.039085778,0.056354693,0.908633058,0.726692918,-0.388931557,0.443687151,0.351839963,0.374922333,0.000000000,0.000000000,0.216098083,0.052966493,0.052966493
41.300000000,0.000054026,1.059595485,0.044249118,0.912999145,0.724731565,-0.373384710,0.453559787,0.360043799,0.384302510,0.000000000,0.000000000,0.217252528,0.060832595,0.060832595
41.400000000,0.000052885,1.079799625,0.032092519,0.916312203,0.722286059,-0.357139459,0.463591188,0.368561347,0.393257163,0.000000000,0.000000000,0.218191983,0.069051088,0.069051088
41.500000000,0.000051824,1.099692372,0.019898918,0.918568412,0.719322339,-0.340199509,0.473741659,0.377370517,0.401695753,0.000000000,0.000000000,0.218875781,0.077573031,0.077573031
41.600000000,0.000050857,1.119267994,0.007682379,0.919765170,0.715808776,-0.322578142,0.483965568,0.386443356,0.409523643,0.000000000,0.000000000,0.219262522,0.086339752,0.086339752
41.700000000,0.000049993,1.138520847,-0.004543011,0.919901097,0.711717512,-0.304299402,0.494211707,0.395745935,0.416644580,0.000000000,0.000000000,0.219311321,0.095282970,0.095282970
41.800000000,0.000049244,1.157445382,-0.016763151,0.918976036,0.707025893,-0.285399034,0.504423969,0.405238495,0.422963781,0.000000000,0.000000000,0.218983293,0.104325404,0.104325404
41.900000000,0.000048617,1.176036146,-0.028963949,0.916991052,0.701717919,-0.265925068,0.514542358,0.414875865,0.428391524,0.000000000,0.000000000,0.218243199,0.113381919,0.113381919
42.000000000,0.000048121,1.194287782,-0.041131335,0.913948437,0.695785611,-0.245937939,0.524504329,0.424608199,0.432847065,0.000000000,0.000000000,0.217061174,0.122361252,0.122361252
42.100000000,0.000047760,1.212195030,-0.053251277,0.909851697,0.689230186,-0.225510061,0.534246415,0.434382011,0.436262651,0.000000000,0.000000000,0.215414396,0.131168279,0.131168279
42.200000000,0.000047538,1.229752732,-0.065309798,0.904705557,0.682062917,-0.204724791,0.543706061,0.444141483,0.438587285,0.000000000,0.000000000,0.213288584,0.139706728,0.139706728
42.300000000,0.000047455,1.246955829,-0.077292994,0.898515951,0.674305590,-0.183674804,0.552823556,0.453829983,0.439789958,0.000000000,0.000000000,0.210679162,0.147882198,0.147882198
42.400000000,0.000047508,1.263799366,-0.089187047,0.891290016,0.665990473,-0.162459910,0.561543943,0.463391700,0.439861985,0.000000000,0.000000000,0.207591967,0.155605269,0.155605269
42.500000000,0.000047693,1.280278491,-0.100978240,0.883036086,0.657159757,-0.141184439,0.569818760,0.472773296,0.438818231,0.000000000,0.000000000,0.204043430,0.162794488,0.162794488
42.600000000,0.000048004,1.296388456,-0.112652978,0.873763678,0.647864495,-0.119954338,0.577607489,0.481925452,0.436697046,0.000000000,0.000000000,0.200060169,0.169378987,0.169378987
42.700000000,0.000048431,1.312124620,-0.124197797,0.863483484,0.638163089,-0.098874179,0.584878610,0.490804217,0.433558898,0.000000000,0.000000000,0.195678039,0.175300550,0.175300550
42.800000000,0.000048966,1.327482450,-0.135599384,0.852207360,0.628119425,-0.078044254,0.591610197,0.499372063,0.429483825,0.000000000,0.000000000,0.190940698,0.180514974,0.180514974
42.900000000,0.000049597,1.342457521,-0.146844592,0.839948309,0.617800798,-0.057557951,0.597790034,0.507598592,0.424567907,0.000000000,0.000000000,0.185897829,0.184992669,0.184992669
43.000000000,0.000050314,1.357045516,-0.157920453,0.826720468,0.607275769,-0.037499556,0.603415279,0.515460886,0.418919107,0.000000000,0.000000000,0.180603156,0.188718496,0.188718496
43.100000000,0.000051107,1.371242232,-0.168814192,0.812539093,0.596612089,-0.017942578,0.608491725,0.522943497,0.412652799,0.000000000,0.000000000,0.175112424,0.191690932,0.191690932
43.200000000,0.000051965,1.385043574,-0.179513246,0.797420537,0.585874825,0.001051359,0.613032768,0.530038121,0.405887349,0.000000000,0.000000000,0.169481482,0.193920695,0.193920695
